document,source_id,kind,section,line,title,fingerprint,curated_specs
PRD-MAIN,EX-012,table-row,4.2 明确排除,143,法规数据库的权威法律解释、标准全文版权平台和客户规范版权责任替代,6b669f68f6dc5b31c29c0908f3f7c75cb2bb4d144405eea2907bdb1e93fc8659,
PRD-MAIN,EX-013,table-row,4.2 明确排除,144,PLM/PDM 工程主数据、完整 DVP&R 项目组合、通用 QMS/CAPA 或高级 APS 的全面替代,ffd763a4f2752b3cb15b14d7321091243bdb012ccda735b9becf93ee1699b7ec,
PRD-MAIN,EX-014,table-row,4.2 明确排除,145,多个无关联检测集团共享应用运行时、数据库、对象存储、密钥、队列、检索/AI 或备份数据平面的共享 SaaS 多租户模式；云托管仅允许单集团独享环境,aff012e3f225f2d6328c03387911f2aa0c4212a4b3732ed7e910a66dfddf6b71,
PRD-MAIN,FIN-ALLOC-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,874,系统必须将收款分配建模为独立多对多交易,b6342cd252c8187cb331cad13d3976deeb0c416cc9d17f143ed76116de9a6f7f,
PRD-MAIN,FIN-ALLOC-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,875,系统必须原子限制分配总额不超过收款可用额和应收未清额,772fc8d79b5eeaa3e5c8188464b2ef9baa4ef0873332d139e7e4225797e74eb3,
PRD-MAIN,FIN-ALLOC-003,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,876,系统必须通过反向分配撤销已生效核销,43c92d2805f78da50a69f9e0f175bb5586306a7f52319a204ab93da96ea973d6,
PRD-MAIN,FIN-AR-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,869,系统必须使用不可变交易推导运营应收余额,02d275379b6bdbcc962fa8313bc15899d45d4370540c52cbceda0a92f7a0efa6,
PRD-MAIN,FIN-AR-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,870,系统必须分别展示合同债权余额、运营可催收余额、争议额和坏账后追偿额,38c907b861c4f816f5e6e7badf42c1df247f0aa1237888fdb07a78693a8c7fbf,
PRD-MAIN,FIN-AR-003,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,871,系统必须禁止直接修改运营应收余额,cf3735d4516e979918f4e490e49b6220e44f27378c1ef791b4494a35c394dae8,
PRD-MAIN,FIN-BILL-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,858,系统必须从合同约定的服务完成事实生成唯一计费候选,ae0c42b21c0faa4ad04c2095d714e36f57f64e64ecff9289273e5b9ae8893af2,
PRD-MAIN,FIN-BILL-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,859,系统必须区分服务完成、可计费权利、开票条件、应收确认和会计收入确认,5396db3bb59794033b23133607c5949ef6779e74b8483da5569c772c046afdd9,
PRD-MAIN,FIN-BILL-003,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,860,系统必须为免费项生成零金额证据并记录原因,0a7757c186bbc3b4232b03479deac83705c68e148c3b021ba35476a7bc1c8bc5,
PRD-MAIN,FIN-BILL-004,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,861,系统必须通过正负调整证据更正已确认计费证据,ad34000944f75e0f4df260c46ecec28ae01703503494d05e18d1e95a4bfc5127,
PRD-MAIN,FIN-BILL-005,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,862,系统必须防止报告重发、接口重试或重复事件产生重复计费,72e0a57e9c835787f4bb3ef200c08656f0901df17aa127426868b5c8a5127270,
PRD-MAIN,FIN-CREDIT-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,877,系统必须确保同一贷项或红票经济事件只影响一次运营应收余额,bd5f3b87282abfb4cbb84e6e2ed76b83b97680f3ed6be1111f4bcc7ca335ada3,
PRD-MAIN,FIN-DSP-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,878,系统必须限制争议金额不超过当前可争议余额,e485e9deac1d2672c68ea8e1a6c478d6d403a162db90844ca128bb9a7a7df03e,
PRD-MAIN,FIN-DSP-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,879,系统必须使争议只影响争议及催收状态，不改写法定到期日和原应收,0edf4b1c791c3a64be1e3a9a909fa022fbcc3a79d9aa15902f98f34d024ad3d2,
PRD-MAIN,FIN-ERP-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,884,系统必须把 ERP 同步状态与业务状态分开管理,68aff09f800207ddc8071160734076af4426061e75ddc9cfe899335942f09095,
PRD-MAIN,FIN-ERP-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,885,系统必须取得 ERP 凭证号、公司代码、年度、期间和过账日期后才标记已同步,07ae36214451c25625f8702c44bd40867d4946795c4fbf67b7f26e3a203294c3,
PRD-MAIN,FIN-ERP-003,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,886,系统不得生成总账分录、收入确认或法定财务报表,d184300fdcc6910c761f4339d98eaea035976cd83f96d7c773dba1e45b3506cf,
PRD-MAIN,FIN-INV-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,863,系统必须分别管理开票申请和法定发票,ee1210726d8e342ec339d79f27888e65dc56a4c8b03fe592127ab7c4afe195d3,
PRD-MAIN,FIN-INV-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,864,系统必须原子校验可开票余额，防止并发超额开票,353c7dcfdf268ff828cb95a1e361ed75ec088cede242f9fdfe1c3ae7070334a5,
PRD-MAIN,FIN-INV-003,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,865,系统必须保存未税金额、税额、价税合计、币种、税类和舍入差异,679d8f08d8da4d2a9931487ca0887e0cafa7c7d0e6dd629d5982ee53468d5fdb,
PRD-MAIN,FIN-INV-004,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,866,系统必须以税票平台最终成功结果确认法定发票已开具,53aca1ca1718e3ea800c82ca7458f91b7378a0807f207833dba72e4da1ea78c6,
PRD-MAIN,FIN-INV-005,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,867,系统必须在税票请求超时后先按外部流水号回查,20be55a984f17a49ff54870a5356f79431d469a479b435470e53ad6573c43721,
PRD-MAIN,FIN-INV-006,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,868,系统必须校验电子发票文件哈希或签名后才允许交付,320be60c9b1955a387fadc42e9c7e8c2ef04686bf2f8c5e6928303eadf79e6ab,
PRD-MAIN,FIN-PAY-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,872,系统必须仅以银行入账或支付渠道最终结算事实确认可分配收款,c279ba7ddf97e24e03421c9c96385636bf28ed5b132ed80916b5ba781291fc45,
PRD-MAIN,FIN-PAY-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,873,系统必须通过反向资金交易处理退票、拒付和撤销,b048ae997ac38bbad09fbe87fb23fea6bfc2ffd4b9db3d059cd4d3afcba03f5c,
PRD-MAIN,FIN-STMT-001,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,880,系统必须按客户、法人、币种和期间生成版本化客户对账单,fa4f3e4a709f87248efec34361c57a94445fe41a898eb76b676913ba2f568418,
PRD-MAIN,FIN-STMT-002,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,881,系统必须满足期初余额加本期借项减本期贷项、收款分配和适用调整等于期末余额,58e969b451462069a5efeccf6053f20ef229270aa66f4cffbf25370f426323ef,
PRD-MAIN,FIN-STMT-003,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,882,系统必须将预收和未分配款在独立资金区展示,b93615787932cf12f2b18f9634f7d99ead080e794a8220af1db35bd7da932f9f,
PRD-MAIN,FIN-STMT-004,table-row,12.8 核心计费证据、条件开票/ERP 与可选运营应收,883,系统必须记录客户确认、差异、渠道、时间、责任人和处理结果,20e4fd8c6b04039a4a91ffa58d659406bb2a7043fa8d22dc1eace47ef09c812d,
PRD-MAIN,GOAL-001,table-row,3. 产品目标与成功指标,91,提高按期、完整、一次正确交付,1eee72f1c7758b3e9542d2bca8b3c496fb1d38ccad53139ad20f1082801aecec,
PRD-MAIN,GOAL-002,table-row,3. 产品目标与成功指标,92,缩短并稳定询价评估周期,6e9a92e85d0ab5dc0c9c9daccd6c4d33077fe1b68dc6bbe9d1781077f43a5149,
PRD-MAIN,GOAL-003,table-row,3. 产品目标与成功指标,93,降低范围和样品需求遗漏,fc471465a75e2215cf71c267c9528c7b64cbc2f072b1151adb61d47263a70705,
PRD-MAIN,GOAL-004,table-row,3. 产品目标与成功指标,94,建立要求到报告的全链追溯,24b1ef8240a85c5907d802385cfa2623641afda219cb69dc33bdc4bc485c3861,
PRD-MAIN,GOAL-005,table-row,3. 产品目标与成功指标,95,控制错样、错配和不当覆盖,e7d85ec86ada438cdb03a4ae4e28cb701ec42c325edd10b675589120081ccb50,
PRD-MAIN,GOAL-006,table-row,3. 产品目标与成功指标,96,提升实验室吞吐与数据质量,dfb78172effe69081405e3c656e0c1bcb8c0337569c99d56848e05e11fa8ca11,
PRD-MAIN,GOAL-007,table-row,3. 产品目标与成功指标,97,提升报告效率,4850f8afcb565cdeacfaa9d5fcf5e0ba108152d445e70b087f97885344db0e74,
PRD-MAIN,GOAL-008,table-row,3. 产品目标与成功指标,98,控制规则和认可风险,97e4128e493d069589ee883331c57c091875afc0e10a064c2b27bff5d5ff3dca,
PRD-MAIN,GOAL-009,table-row,3. 产品目标与成功指标,99,控制 AI 风险并证明净价值,4b492ebf4f7071cfa798aefde876a74cbe26b16f4dc6c69452391848cb026ac2,
PRD-MAIN,GOAL-010,table-row,3. 产品目标与成功指标,100,保证人工可持续运行,e12434807ed4f4a72f26298ab987daa64383e1c8cabcfeb2b2e6a3f6b535fbd1,
PRD-MAIN,INT-BANK-001,table-row,15. 集成要求,991,[BusinessOps] 银行/支付渠道,5cdb19e3adeaac0a79683c413d6dc4151240abf0e6a80f79e49644ef1a299963,
PRD-MAIN,INT-CDS-001,table-row,15. 集成要求,989,CDS/专业数据系统,4fa4ae61e1d3866813291d8f9bfa359d02018c8293bd3e5cabd3ec17e0cde96e,
PRD-MAIN,INT-CONTRACT-001,table-row,15. 集成要求,983,合同系统,5758463b4b7c707d49a13a3001b713654922a14e866b1db150954944f26187c4,
PRD-MAIN,INT-CRM-001,table-row,15. 集成要求,982,CRM,43f5c499aaa4ff08213f6305566f47549df431a526a939daa9e6dd833c1f8dfd,
PRD-MAIN,INT-DATA-001,table-row,15. 集成要求,986,对象存储/时序数据,f8fb92aac8ea6f37b4bb7d110ecfd4b47f26cecf50e29acae0f4ba5a8728854a,
PRD-MAIN,INT-EINV-001,table-row,15. 集成要求,990,[条件开票接口] 电子发票平台,e27bc4d78d1dfa216089ceac6e36a5cf5bb2d33b32b4933efe292dcbbdee33aa,
PRD-MAIN,INT-ERP-001,table-row,15. 集成要求,992,[条件 ERP 接口] ERP,e513a74e7a196317e3b3c9d1ed42a86e455355b34c880768d980e41bc2463bb8,
PRD-MAIN,INT-ESIGN-001,table-row,15. 集成要求,993,签章系统,2103908aa02ede16cada9a46877b29bc0e096263e04ac74cfd1628acadf16de7,
PRD-MAIN,INT-IDP-001,table-row,15. 集成要求,994,身份源,4677f28905f08aa5d551c28d1a111ca431ea7250fd5d1e182c56f1a243f9371b,
PRD-MAIN,INT-INST-001,table-row,15. 集成要求,984,仪器/数据系统,315f2d773ad9bea9c9cdaab57c502691e7a9f71654d07f523746832b9bcd012e,
PRD-MAIN,INT-INST-002,table-row,15. 集成要求,985,文件/CSV/中间件接入,845e1da093f1ad3d6d943ff93c25e3a0af38c17184c6169823e5dab2e031e6a9,
PRD-MAIN,INT-KB-001,table-row,15. 集成要求,987,标准/法规/客户知识源,b7a42b3f1b8809b23bc7ddcab99a3b43f232bce6bd8767d6c1e3c37bd7d3d81e,
PRD-MAIN,INT-NOTIFY-001,table-row,15. 集成要求,995,邮件/短信,5c21e3f7f321117998b0d4f000abf16f06cad3b371146a693d528e62ae64f7c8,
PRD-MAIN,INT-PLM-001,table-row,15. 集成要求,988,PLM/PDM/项目系统,e4691b0417178c8c48e332bc7a1d26b397e96b1224068bb1406a6eaba1d7e09c,
PRD-MAIN,LAB-ACC-001,table-row,12.6 检测、QC、结果采用和分包,828,系统必须按实验室/地点、方法版本、产品/基质、参数/量程、有效期和授权人员校验适用认可与签发资格,5b3e0d7d7015c4f06ca1522634b87a4c803c74ceb8ffde9a26d4040c26fb6c17,
PRD-MAIN,LAB-CALC-001,table-row,12.6 检测、QC、结果采用和分包,822,单位换算、稀释、面积体积、舍入、LOD/LOQ、限值比较等受控计算必须由版本化确定性规则执行，不得由大模型生成最终数值,5f0642f96af3fe9ca7354ce0bfbd103c46df2f15031688a00dd0e1d34d91fa9e,
PRD-MAIN,LAB-CONF-001,table-row,12.6 检测、QC、结果采用和分包,823,系统必须分别建模原始观测、计算结果、单项符合性和已测试范围结论；对全面法规评估、声明或认证只保存经授权外部流程形成的 ExternalComplianceReference，不得由检测结果自动生成权威结论,6b3cfbcd063630d4a012de041ab9fdc6d0f22b80f4dff9babfd2b055cd260431,
PRD-MAIN,LAB-CONF-002,table-row,12.6 检测、QC、结果采用和分包,824,每个 ConformityDecision 必须引用对象/变体、市场、委托要求选择快照、范围行、采用结果、限值和决策规则；`MEASURED_ONLY`、`NOT_EVALUATED` 或 `WAIVED` 模式不得强制生成该对象,101467aa2ad5b46d4e377b51dc0b52ed3898bc29785cdf322162ac27b8f94928,
PRD-MAIN,LAB-CONF-003,table-row,12.6 检测、QC、结果采用和分包,825,`MEASURED_ONLY` 只报告值/观察且不得显示 Pass/Fail；`NOT_EVALUATED` 必须给出未评价原因；`WAIVED` 必须引用批准的放弃依据且不得伪造检测结果,4d008a36abc6bf71e7be6d9fc1face141e8c0591ee03283b29ae031d6032721f,
PRD-MAIN,LAB-EXEC-001,table-row,12.6 检测、QC、结果采用和分包,816,系统必须在任务开始前校验方法版本、人员资格、设备状态和试样状态,bff07b9c92acb9c53ded5eea17570fe0ae2bcf02a473d03b4a17d1e7f7e4dac2,
PRD-MAIN,LAB-PROV-001,table-row,12.6 检测、QC、结果采用和分包,826,派生、平均、最差值、统计或多样件汇总结果必须通过 ResultProvenanceEdge 引用全部纳入/排除输入、聚合规则版本和理由,f27bfdd39bee9641349b739e48b062f04c0dfb76aaeb9a1f1edb9ac711ef1d1b,
PRD-MAIN,LAB-PROV-002,table-row,12.6 检测、QC、结果采用和分包,827,结果来源图必须禁止循环、悬空输入、重复计入和无规则跨对象聚合；原始观测和被排除输入不得删除,637a2cf625e267f5f904200e57b6fbf63ad0005173a8257226c83571a907bce3,
PRD-MAIN,LAB-QC-001,table-row,12.6 检测、QC、结果采用和分包,819,系统必须按方法版本执行适用的 QC 规则,2691f319fcaec927d9c7f46a55e2d3f580d6ebb1e9232d3ca45170f4fb65874f,
PRD-MAIN,LAB-QC-002,table-row,12.6 检测、QC、结果采用和分包,820,系统必须在 QC 失败时将受影响结果保持为不可报告,722c3cb88f60288827b5281d707cfc47783a686fa3b6a2ab48f63fc8c5666389,
PRD-MAIN,LAB-QC-003,table-row,12.6 检测、QC、结果采用和分包,821,系统必须在调查、影响范围、有效性决定、采用规则和技术复核全部满足后才解除阻断,f9167517c83b3657dc47317e9c234db0d5ee833c78fa2f0a842f5b5d206ce9fb,
PRD-MAIN,LAB-RAW-001,table-row,12.6 检测、QC、结果采用和分包,817,系统必须保存原始数据或不可变引用、哈希、来源和解析器版本,db18978b62008a4a5d57ea019e118393f89461f4c7a2ad94976fbb1f8578544f,
PRD-MAIN,LAB-RAW-002,table-row,12.6 检测、QC、结果采用和分包,818,系统必须禁止覆盖已提交原始观测和结果,b47214df135c16e3771fcdd58b5b33fb9bd15b68f26b8651437b9aca37ed7754,
PRD-MAIN,LAB-RES-001,table-row,12.6 检测、QC、结果采用和分包,829,系统必须区分重复测定、复测、补测、重新制备和补样,2e768acff2db7ca4039252da3f850b9ecd496bdef3184b8a0e7a3d33e77cf040,
PRD-MAIN,LAB-RES-002,table-row,12.6 检测、QC、结果采用和分包,830,系统必须在上述事件中保留原数据、原结果、谱系、触发原因和批准记录,984a3e5d0ec7b3a17c20405e1d3d3e49ab06501db685c8c332af4a968d2df745,
PRD-MAIN,LAB-RES-003,table-row,12.6 检测、QC、结果采用和分包,831,系统必须在看到复测结果前记录结果采用规则,064e979a694c13f06fac9a05b4ef3d5de112def6a08cf4ff9056c7599397edf6,
PRD-MAIN,LAB-RES-004,table-row,12.6 检测、QC、结果采用和分包,832,系统必须确保每个报告结果只有一个有效采用结果,533114e581f0ed53b2a7f3725e2e3b8c5d24414b78a44e1cc91abb84ea1a3eb8,
PRD-MAIN,LAB-SUB-001,table-row,12.6 检测、QC、结果采用和分包,833,系统必须把分包发出对象绑定数量、封识、运输条件和分包方接收标识,0ad4b4bec4cb22e7259f18703c97e86bbb4fc7eacaf5d41a5caf627f283e033a,
PRD-MAIN,LAB-SUB-002,table-row,12.6 检测、QC、结果采用和分包,834,系统必须使外部结果引用分包任务、报告版本、方法和内部复核决定,f03c2972255d65ffd7417e5394090d8738bffaf3a0ec162738a0434fc480e36c,
PRD-MAIN,LAB-SUB-003,table-row,12.6 检测、QC、结果采用和分包,835,系统必须在分包报告更正或撤回时触发内部报告影响评估,b92db704780fc084063ffe34be0373be1345c4e8ac7629dd6e68fb55491f20a5,
PRD-MAIN,NFR-ACC-001,table-row,17. 非功能需求,1058,核心业务界面必须满足 WCAG 2.2 AA,6f4984a5dc750c9d4a4b18f3dad261f40e36f01c3cf1b6674ddefcbf73ac740c,
PRD-MAIN,NFR-ARCH-001,table-row,17. 非功能需求,1046,系统必须采用模块化单体作为首期应用架构,c1f16ba3b49bdf2879a580eb6caddf958dde26164bf5598fa43d2cb5c80873f2,ATC-PLT-000@0.1.0;ATC-PLT-000@1.0.0;NFR-ARCH-001@0.1.0;NFR-ARCH-001@1.0.0
PRD-MAIN,NFR-ARCH-002,table-row,17. 非功能需求,1047,系统必须使用事务发件箱和幂等消费者处理跨模块事件,9627fe3f9bad217b2ca596ced3168152e6bbd5b8c686dd9a7bf7f3e14bc98354,ATC-PLT-000@0.1.0;ATC-PLT-000@1.0.0;NFR-ARCH-002@0.1.0;NFR-ARCH-002@1.0.0
PRD-MAIN,NFR-AVL-001,table-row,17. 非功能需求,1053,生产月度可用性目标应当为 99.9%,31dd272f6d5bcff315ab0e96b49b4936d3c9e1ea06a305f12e9354490420d313,
PRD-MAIN,NFR-BDR-001,table-row,17. 非功能需求,1054,核心业务 RPO 应当不超过 15 分钟,9462773df21aa4d34bc6b3c3cf2f590c09ed246b2759e089cba7f9d0017df572,
PRD-MAIN,NFR-BDR-002,table-row,17. 非功能需求,1055,核心业务 RTO 应当不超过 4 小时,dd9f96c1d4a81c8fa9d6f7d3bff63a17500c969ba9312def1e13100af309bc0f,
PRD-MAIN,NFR-DATA-001,table-row,17. 非功能需求,1059,金额必须使用十进制定点类型,811bc2c7124d45bb0a9f6c408c487bf8666105971d0972a3bacc5da9deea2582,
PRD-MAIN,NFR-DATA-002,table-row,17. 非功能需求,1060,时间必须保存 UTC 或偏移信息及机构时区,e88537738cb9544e7773a777babc56d7781c7ff796fe99e1f933b84df97ad423,
PRD-MAIN,NFR-DR-001,table-row,17. 非功能需求,1062,灾难恢复后必须验证报告、结果、方法版本、原始文件、签名和审计链引用完整性,7fab4f23e8812dd291b19ba172e362c75737b985aa220ab34d6a32c2f26b7adb,
PRD-MAIN,NFR-OBS-001,table-row,17. 非功能需求,1061,系统必须提供结构化日志、指标、关联 ID 和业务异常队列,b9c8c66f4c4aa618e44621c3cd64521ec5cc4ca6997333e0dc2d6f973c5776e8,
PRD-MAIN,NFR-PERF-001,table-row,17. 非功能需求,1048,普通查询在批准容量基线下必须达到 p95 不超过 2 秒,cfa3a94a372c768d91680b24fa8c93d77b65bc981192302add3dfb8e52072e3a,
PRD-MAIN,NFR-PERF-002,table-row,17. 非功能需求,1049,创建委托、收样和结果保存必须达到 p95 不超过 3 秒,75eda63bba066b1a6d585cce7f252cf8646f683e119545c5435759ae8a68afdc,
PRD-MAIN,NFR-PERF-003,table-row,17. 非功能需求,1050,在线扫码校验应当达到 p95 不超过 500 毫秒,300b946b41c16edae21df3a7157702c859d5baa942e773719d0aa66c8ba432a9,
PRD-MAIN,NFR-PERF-004,table-row,17. 非功能需求,1051,启用商业运营包时，10 万条运营应收账龄任务必须在 10 分钟内完成,5e9285f0d31c6f0aa5939492e21d0fbb16435a7fabd1e8207ec474d6652fe70e,
PRD-MAIN,NFR-PERF-005,table-row,17. 非功能需求,1052,启用商业运营包时，单客户对账单必须在 30 秒内生成,7e8b2a438e6e9682951b5657aadd6ab4d48ecb8d791be2e7e1bf7708b77f887f,
PRD-MAIN,NFR-SEC-001,table-row,17. 非功能需求,1056,上线时严重和高危安全缺陷必须为零,f6c679a6c07ac84d3dca9814dd8088833b5da9a82e58d595858a8c40ebb0ca5d,
PRD-MAIN,NFR-SEC-002,table-row,17. 非功能需求,1057,数据传输和静态敏感数据必须使用批准的加密方案,13dc0eeaf4be2570d700bed4afa4d399009c36776d1451e76397dbf2e2ffb9a5,
PRD-MAIN,OD-001,table-row,23. 明确待决策事项,1447,Release 1 的唯一试点“行业 × 产品类别 × 目标市场/客户协议 × 方法族”、灯塔客户和黄金场景,47f6cb0447b1e1a6e9a9d5b85ac92e055bede7856505c2fbbd330e2d888f4b3e,OD-001@0.1.0;REL-R1-RECEIVING-PILOT@0.1.0;REL-R1-RECEIVING-PILOT@1.0.0
PRD-MAIN,OD-002,table-row,23. 明确待决策事项,1448,**已决定：集团多机构、每集团独立部署；禁止共享 SaaS 多租户。** 云托管也必须是单集团独享环境；集团内支持多法人、多实验室、多部门和多工作中心，送检客户不是租户,871512ce3d1bf4d0019290174ad63426313fe8a1f1fb4f36191b08cd827b2207,ATC-PLT-000@0.1.0;ATC-PLT-000@1.0.0;ATC-REC-001@0.1.0;ATC-REC-001@1.0.0;ATC-REC-002@0.1.0;ATC-REC-002@1.0.0;ATC-REC-003@0.1.0;ATC-REC-003@1.0.0;ATC-REC-004@0.1.0;ATC-REC-004@1.0.0;ATC-REC-005@0.1.0;ATC-REC-005@1.0.0;ATC-REC-006@0.1.0;ATC-REC-006@1.0.0;OD-002@1.0.0;ORG-STRUCT-001@0.1.0;SEC-DEPLOY-001@0.1.0;SEC-DEPLOY-001@1.0.0
PRD-MAIN,OD-003,table-row,23. 明确待决策事项,1449,产品结构最大层级、单版本节点上限和图片数量上限,332a2614631a727a0dac05f12453aad6e55957bd502b3ea9958d8acd71e3895e,
PRD-MAIN,OD-004,table-row,23. 明确待决策事项,1450,哪些产品或方法允许、要求或禁止破坏性拆解,c73c04c8e5e634babc68d1cbc4c7268e55c50b7f8eb54c805dd17c325ea2d0b7,
PRD-MAIN,OD-005,table-row,23. 明确待决策事项,1451,条件接收、身份疑似、温控、危险属性、复合样和复测的审批矩阵,3afac312d7469744944316782d09e856c66730c394ad5029f946123bdcd5aa83,ATC-REC-005@0.1.0;ATC-REC-005@1.0.0;OD-005@0.1.0
PRD-MAIN,OD-006,table-row,23. 明确待决策事项,1452,客户 BOM 和图片的数据分类、AI 处理区域、保留期限及外部模型许可,93054645a68704f9647d88a711bf8c203180f32a68e5ed025ef1b0f6ca4d5dfd,
PRD-MAIN,OD-007,table-row,23. 明确待决策事项,1453,AI 近似报价 BOM 的首期品类、人工复核阈值和业务停止条件,9fa8dfe21710408de84053ba92af994e77b463b6eef44bd4354bfa39c5d90022,
PRD-MAIN,OD-008,table-row,23. 明确待决策事项,1454,逻辑产品 BOM 与检测分解的批准岗位及变更影响规则,b618cbec80e9a21fbbb9c077055aa50d77ffb42fbcdebc45876799a3046d91c1,
PRD-MAIN,OD-009,table-row,23. 明确待决策事项,1455,收到的实物唯一识别粒度按件、序列号、包装或同质组如何决定,34b3188b79c0e362e82833dfa41a70174e5028d226016385ddc76901e1964ac7,OD-009@0.1.0
PRD-MAIN,OD-010,table-row,23. 明确待决策事项,1456,各样品类型的计量维度、精度、损耗和容差,58d1f16668067087e90042ff5a89ab5cfe8d78356ebda1f5f10450e22dc203d0,
PRD-MAIN,OD-011,table-row,23. 明确待决策事项,1457,适用认可体系、电子记录、电子签名、报告保留和撤回规则,9587de5de83003b910f2539f84a98cc768fa17cbb27e03fdc2707565801d6590,
PRD-MAIN,OD-012,table-row,23. 明确待决策事项,1458,方法、规格、资质、人员资格和设备状态的权威来源,2e1fa8ddbe587214fb7394eb0daf94eb1f96da4cd71dbf94166405f649f68b19,
PRD-MAIN,OD-013,table-row,23. 明确待决策事项,1459,分包方必须回传正式报告、原始数据、QC、偏差和处置证明中的哪些内容,bcd2470daebc9a0784dd71e510f7bb6879bfe62bee31d17073d09d2bcbce9ca7,
PRD-MAIN,OD-014,table-row,23. 明确待决策事项,1460,CRM、合同系统、LIMS、税票平台和 ERP 的最终字段级权威矩阵,cb685ad4881b7418f39d85ef721a47285ff9fb4b86c879b27192160a6a58b286,
PRD-MAIN,OD-015,table-row,23. 明确待决策事项,1461,应收确认节点采用发票成功、合同里程碑或其他政策节点,bd14ca2e6ecdf12d3bdc6ca779529ae4ae46dfa0b56780b36da440a323db6a92,
PRD-MAIN,OD-016,table-row,23. 明确待决策事项,1462,适用税务法域、票种、红票规则和电子发票平台,97a60674814b7fe3c1ce15502b3748db2b528bc3ba0be5bb638cd4c1a451fb69,
PRD-MAIN,OD-017,table-row,23. 明确待决策事项,1463,首期是否严格单币种；若支持外币，汇率及汇兑差额政策为何,659de6a86653b1a6c161398c79548eae946bffe2b618ea5d2470a196b7a3898f,
PRD-MAIN,OD-018,table-row,23. 明确待决策事项,1464,客户对账单采用开放项目式、账户活动式或两者并行,546fac750f54437a741a134e453157b2ec13e9ed348c71acd28cbe10f9aaea05,
PRD-MAIN,OD-019,table-row,23. 明确待决策事项,1465,收款最终结算标准、银行唯一引用、退票和拒付处理,f5efba0bd303e8d635e0d987c82707fbb7f04914674249c7c17c60da059a2a95,
PRD-MAIN,OD-020,table-row,23. 明确待决策事项,1466,性能容量、并发、附件增长、可用性、RPO、RTO 和部署拓扑基线,2d7a81a873678e640b2eeb54866dbdc2d1d0475c460188bbefaebcf987e42402,ATC-PLT-000@0.1.0;OD-020@0.1.0
PRD-MAIN,OD-021,table-row,23. 明确待决策事项,1467,哪些移动操作允许离线及最大离线时长,db7443496a85d21d0eb8563c4a4ad0bea8fb22b80d9a8bc01e4cba17a070a25e,
PRD-MAIN,OD-022,table-row,23. 明确待决策事项,1468,报告更正、补充、撤回、作废和替代在机构 SOP 中的正式语义,1eef0f625c851cd7dbf52787fed77d9be9d148a50c58364da521f07415dcfe3d,
PRD-MAIN,OD-023,table-row,23. 明确待决策事项,1469,历史系统迁移范围、无法迁移证据的隔离和只读策略,48e5af3affbf3ebce4781866ab5a1f4ddde09ec3a9070928f483942388c51d9f,
PRD-MAIN,OD-024,table-row,23. 明确待决策事项,1470,客户长期不回复时的最大等待期、终止、退回和处置路径,2cd619048af8cd5510c934e6266580336b562d6193c6ec5623778617892b048d,
PRD-MAIN,OD-025,table-row,23. 明确待决策事项,1471,平台内核、五个行业包与六类横向技术包的产品边界、版本策略和扩展契约,4560bd80b4b4a04f8d951025237f962a5d73fa899b338c06ffc66c1952985535,ATC-PLT-000@0.1.0;OD-025@0.1.0
PRD-MAIN,OD-026,table-row,23. 明确待决策事项,1472,要求/标准内容来源、版权许可、发布日期/实施日/过渡期维护责任和更新 SLA,cf5f45cdb3ba889b2de89c604975d92c1e9bb2b78820b2dcee5c0b5b987c8863,
